word,Tag,sentence_num
last,O,1314
night.,O,1314
People,O,1315
often,O,1315
climb,O,1315
Mount,O,1315
Kosciuszko,B-mount,1315
during,O,1315
the,O,1315
summer.,O,1315
The,O,1316
peaks,O,1316
of,O,1316
Mount,O,1316
Whitney,B-mount,1316
are,O,1316
covered,O,1316
in,O,1316
snow.,O,1316
People,O,1317
often,O,1317
climb,O,1317
Mount,O,1317
Olympus,B-mount,1317
during,O,1317
the,O,1317
summer.,O,1317
People,O,1318
often,O,1318
climb,O,1318
Mount,O,1318
Fuji,B-mount,1318
during,O,1318
the,O,1318
summer.,O,1318
Mont,B-mount,1319
Blanc,I-mount,1319
and,O,1319
Mount,O,1319
Aconcagua,B-mount,1319
are,O,1319
popular,O,1319
destinations.,O,1319
People,O,1320
often,O,1320
climb,O,1320
Matterhorn,B-mount,1320
during,O,1320
the,O,1320
summer.,O,1320
I,O,1321
have,O,1321
visited,O,1321
Matterhorn,B-mount,1321
recently.,O,1321
The,O,1322
weather,O,1322
is,O,1322
beautiful,O,1322
today.,O,1322
Annapurna,B-mount,1323
and,O,1323
K2,B-mount,1323
are,O,1323
popular,O,1323
destinations.,O,1323
This,O,1324
area,O,1324
is,O,1324
famous,O,1324
for,O,1324
its,O,1324
wildlife.,O,1324
This,O,1325
area,O,1325
is,O,1325
famous,O,1325
for,O,1325
its,O,1325
wildlife.,O,1325
Mount,O,1326
Aconcagua,B-mount,1326
is,O,1326
known,O,1326
for,O,1326
its,O,1326
beauty.,O,1326
The,O,1327
view,O,1327
from,O,1327
here,O,1327
is,O,1327
breathtaking.,O,1327
The,O,1328
peaks,O,1328
of,O,1328
Mount,O,1328
Fuji,B-mount,1328
are,O,1328
covered,O,1328
in,O,1328
snow.,O,1328
The,O,1329
forest,O,1329
is,O,1329
dense,O,1329
and,O,1329
full,O,1329
of,O,1329
life.,O,1329
People,O,1330
often,O,1330
climb,O,1330
Mount,O,1330
Elbrus,B-mount,1330
during,O,1330
the,O,1330
summer.,O,1330
People,O,1331
often,O,1331
climb,O,1331
K2,B-mount,1331
during,O,1331
the,O,1331
summer.,O,1331
I,O,1332
have,O,1332
visited,O,1332
Mount,O,1332
Everest,B-mount,1332
recently.,O,1332
We,O,1333
went,O,1333
stargazing,O,1333
last,O,1333
night.,O,1333
The,O,1334
river,O,1334
flows,O,1334
through,O,1334
the,O,1334
valley.,O,1334
People,O,1335
often,O,1335
climb,O,1335
Mount,O,1335
Fuji,B-mount,1335
during,O,1335
the,O,1335
summer.,O,1335
The,O,1336
forest,O,1336
is,O,1336
dense,O,1336
and,O,1336
full,O,1336
of,O,1336
life.,O,1336
The,O,1337
forest,O,1337
is,O,1337
dense,O,1337
and,O,1337
full,O,1337
of,O,1337
life.,O,1337
I,O,1338
love,O,1338
hiking,O,1338
in,O,1338
the,O,1338
countryside.,O,1338
The,O,1339
weather,O,1339
is,O,1339
beautiful,O,1339
today.,O,1339
Mount,O,1340
Kilimanjaro,B-mount,1340
is,O,1340
known,O,1340
for,O,1340
its,O,1340
beauty.,O,1340
The,O,1341
peaks,O,1341
of,O,1341
Mount,O,1341
Kilimanjaro,B-mount,1341
are,O,1341
covered,O,1341
in,O,1341
snow.,O,1341
The,O,1342
peaks,O,1342
of,O,1342
Mount,O,1342
Whitney,B-mount,1342
are,O,1342
covered,O,1342
in,O,1342
snow.,O,1342
People,O,1343
often,O,1343
climb,O,1343
Mount,O,1343
Elbrus,B-mount,1343
during,O,1343
the,O,1343
summer.,O,1343
Mount,O,1344
Whitney,B-mount,1344
is,O,1344
known,O,1344
for,O,1344
its,O,1344
beauty.,O,1344
I,O,1345
have,O,1345
visited,O,1345
Annapurna,B-mount,1345
recently.,O,1345
Mount,O,1346
Everest,B-mount,1346
is,O,1346
known,O,1346
for,O,1346
its,O,1346
beauty.,O,1346
The,O,1347
weather,O,1347
is,O,1347
beautiful,O,1347
today.,O,1347
Mount,O,1348
Whitney,B-mount,1348
is,O,1348
known,O,1348
for,O,1348
its,O,1348
beauty.,O,1348
Mount,O,1349
Elbrus,B-mount,1349
and,O,1349
The,O,1349
Alps,B-mount,1349
are,O,1349
popular,O,1349
destinations.,O,1349
I,O,1350
have,O,1350
visited,O,1350
Mount,O,1350
McKinley,B-mount,1350
recently.,O,1350
I,O,1351
have,O,1351
visited,O,1351
Mount,O,1351
Aconcagua,B-mount,1351
recently.,O,1351
I,O,1352
have,O,1352
visited,O,1352
Mount,O,1352
Aconcagua,B-mount,1352
recently.,O,1352
Mount,O,1353
Aconcagua,B-mount,1353
and,O,1353
Mount,O,1353
Whitney,B-mount,1353
are,O,1353
popular,O,1353
destinations.,O,1353
I,O,1354
have,O,1354
visited,O,1354
Annapurna,B-mount,1354
recently.,O,1354
Mount,O,1355
Everest,B-mount,1355
is,O,1355
known,O,1355
for,O,1355
its,O,1355
beauty.,O,1355
People,O,1356
often,O,1356
climb,O,1356
Mount,O,1356
Whitney,B-mount,1356
during,O,1356
the,O,1356
summer.,O,1356
The,O,1357
weather,O,1357
is,O,1357
beautiful,O,1357
today.,O,1357
The,O,1358
peaks,O,1358
of,O,1358
Mount,O,1358
Olympus,B-mount,1358
are,O,1358
covered,O,1358
in,O,1358
snow.,O,1358
The,O,1359
sun,O,1359
sets,O,1359
behind,O,1359
the,O,1359
hills,O,1359
every,O,1359
evening.,O,1359
Denali,B-mount,1360
is,O,1360
known,O,1360
for,O,1360
its,O,1360
beauty.,O,1360
The,O,1361
forest,O,1361
is,O,1361
dense,O,1361
and,O,1361
full,O,1361
of,O,1361
life.,O,1361
The,O,1362
weather,O,1362
is,O,1362
beautiful,O,1362
today.,O,1362
Mount,O,1363
Aconcagua,B-mount,1363
is,O,1363
known,O,1363
for,O,1363
its,O,1363
beauty.,O,1363
People,O,1364
often,O,1364
climb,O,1364
Mount,O,1364
Olympus,B-mount,1364
during,O,1364
the,O,1364
summer.,O,1364
The,O,1365
forest,O,1365
is,O,1365
dense,O,1365
and,O,1365
full,O,1365
of,O,1365
life.,O,1365
Matterhorn,B-mount,1366
and,O,1366
Mount,O,1366
Kosciuszko,B-mount,1366
are,O,1366
popular,O,1366
destinations.,O,1366
The,O,1367
river,O,1367
flows,O,1367
through,O,1367
the,O,1367
valley.,O,1367
The,O,1368
Alps,B-mount,1368
is,O,1368
known,O,1368
for,O,1368
its,O,1368
beauty.,O,1368
The,O,1369
view,O,1369
from,O,1369
here,O,1369
is,O,1369
breathtaking.,O,1369
The,O,1370
forest,O,1370
is,O,1370
dense,O,1370
and,O,1370
full,O,1370
of,O,1370
life.,O,1370
People,O,1371
often,O,1371
climb,O,1371
Mont,B-mount,1371
Blanc,I-mount,1371
during,O,1371
the,O,1371
summer.,O,1371
Mount,O,1372
Everest,B-mount,1372
and,O,1372
Mount,O,1372
Fuji,B-mount,1372
are,O,1372
popular,O,1372
destinations.,O,1372
Mount,O,1373
McKinley,B-mount,1373
and,O,1373
Mount,O,1373
Whitney,B-mount,1373
are,O,1373
popular,O,1373
destinations.,O,1373
People,O,1374
often,O,1374
climb,O,1374
Mount,O,1374
Kilimanjaro,B-mount,1374
during,O,1374
the,O,1374
summer.,O,1374
The,O,1375
peaks,O,1375
of,O,1375
Matterhorn,B-mount,1375
are,O,1375
covered,O,1375
in,O,1375
snow.,O,1375
Mount,O,1376
Kosciuszko,B-mount,1376
is,O,1376
known,O,1376
for,O,1376
its,O,1376
beauty.,O,1376
Mount,O,1377
Kosciuszko,B-mount,1377
and,O,1377
Mount,O,1377
McKinley,B-mount,1377
are,O,1377
popular,O,1377
destinations.,O,1377
People,O,1378
often,O,1378
climb,O,1378
Matterhorn,B-mount,1378
during,O,1378
the,O,1378
summer.,O,1378
I,O,1379
have,O,1379
visited,O,1379
Mont,B-mount,1379
Blanc,I-mount,1379
recently.,O,1379
The,O,1380
river,O,1380
flows,O,1380
through,O,1380
the,O,1380
valley.,O,1380
The,O,1381
forest,O,1381
is,O,1381
dense,O,1381
and,O,1381
full,O,1381
of,O,1381
life.,O,1381
People,O,1382
often,O,1382
climb,O,1382
Mount,O,1382
Logan,B-mount,1382
during,O,1382
the,O,1382
summer.,O,1382
Mount,O,1383
Fuji,B-mount,1383
is,O,1383
known,O,1383
for,O,1383
its,O,1383
beauty.,O,1383
I,O,1384
have,O,1384
visited,O,1384
Annapurna,B-mount,1384
recently.,O,1384
The,O,1385
forest,O,1385
is,O,1385
dense,O,1385
and,O,1385
full,O,1385
of,O,1385
life.,O,1385
The,O,1386
peaks,O,1386
of,O,1386
Mount,O,1386
McKinley,B-mount,1386
are,O,1386
covered,O,1386
in,O,1386
snow.,O,1386
K2,B-mount,1387
is,O,1387
known,O,1387
for,O,1387
its,O,1387
beauty.,O,1387
The,O,1388
peaks,O,1388
of,O,1388
The,O,1388
Himalayas,B-mount,1388
are,O,1388
covered,O,1388
in,O,1388
snow.,O,1388
We,O,1389
went,O,1389
stargazing,O,1389
last,O,1389
night.,O,1389
Mount,O,1390
Whitney,B-mount,1390
is,O,1390
known,O,1390
for,O,1390
its,O,1390
beauty.,O,1390
The,O,1391
river,O,1391
flows,O,1391
through,O,1391
the,O,1391
valley.,O,1391
People,O,1392
often,O,1392
climb,O,1392
Mount,O,1392
Elbrus,B-mount,1392
during,O,1392
the,O,1392
summer.,O,1392
The,O,1393
Alps,B-mount,1393
and,O,1393
The,O,1393
Himalayas,B-mount,1393
are,O,1393
popular,O,1393
destinations.,O,1393
The,O,1394
river,O,1394
flows,O,1394
through,O,1394
the,O,1394
valley.,O,1394
I,O,1395
have,O,1395
visited,O,1395
Mount,O,1395
Whitney,B-mount,1395
recently.,O,1395
People,O,1396
often,O,1396
climb,O,1396
Mount,O,1396
Logan,B-mount,1396
during,O,1396
the,O,1396
summer.,O,1396
Mount,O,1397
Logan,B-mount,1397
is,O,1397
known,O,1397
for,O,1397
its,O,1397
beauty.,O,1397
Mount,O,1398
Everest,B-mount,1398
and,O,1398
Mount,O,1398
Kosciuszko,B-mount,1398
are,O,1398
popular,O,1398
destinations.,O,1398
The,O,1399
Andes,B-mount,1399
is,O,1399
known,O,1399
for,O,1399
its,O,1399
beauty.,O,1399
The,O,1400
peaks,O,1400
of,O,1400
Mount,O,1400
Kosciuszko,B-mount,1400
are,O,1400
covered,O,1400
in,O,1400
snow.,O,1400
The,O,1401
peaks,O,1401
of,O,1401
Mont,B-mount,1401
Blanc,I-mount,1401
are,O,1401
covered,O,1401
in,O,1401
snow.,O,1401
Mount,O,1402
Logan,B-mount,1402
and,O,1402
Mount,O,1402
Kosciuszko,B-mount,1402
are,O,1402
popular,O,1402
destinations.,O,1402
This,O,1403
area,O,1403
is,O,1403
famous,O,1403
for,O,1403
its,O,1403
wildlife.,O,1403
The,O,1404
river,O,1404
flows,O,1404
through,O,1404
the,O,1404
valley.,O,1404
This,O,1405
area,O,1405
is,O,1405
famous,O,1405
for,O,1405
its,O,1405
wildlife.,O,1405
I,O,1406
love,O,1406
hiking,O,1406
in,O,1406
the,O,1406
countryside.,O,1406
People,O,1407
often,O,1407
climb,O,1407
Mount,O,1407
Kosciuszko,B-mount,1407
during,O,1407
the,O,1407
summer.,O,1407
People,O,1408
often,O,1408
climb,O,1408
Annapurna,B-mount,1408
during,O,1408
the,O,1408
summer.,O,1408
People,O,1409
often,O,1409
climb,O,1409
Mount,O,1409
Fuji,B-mount,1409
during,O,1409
the,O,1409
summer.,O,1409
The,O,1410
Andes,B-mount,1410
is,O,1410
known,O,1410
for,O,1410
its,O,1410
beauty.,O,1410
The,O,1411
peaks,O,1411
of,O,1411
Annapurna,B-mount,1411
are,O,1411
covered,O,1411
in,O,1411
snow.,O,1411
Annapurna,B-mount,1412
is,O,1412
known,O,1412
for,O,1412
its,O,1412
beauty.,O,1412
I,O,1413
have,O,1413
visited,O,1413
The,O,1413
Andes,B-mount,1413
recently.,O,1413
We,O,1414
went,O,1414
stargazing,O,1414
last,O,1414
night.,O,1414
I,O,1415
have,O,1415
visited,O,1415
Mount,O,1415
Whitney,B-mount,1415
recently.,O,1415
People,O,1416
often,O,1416
climb,O,1416
Matterhorn,B-mount,1416
during,O,1416
the,O,1416
summer.,O,1416
People,O,1417
often,O,1417
climb,O,1417
Matterhorn,B-mount,1417
during,O,1417
the,O,1417
summer.,O,1417
The,O,1418
weather,O,1418
is,O,1418
beautiful,O,1418
today.,O,1418
People,O,1419
often,O,1419
climb,O,1419
Mount,O,1419
Olympus,B-mount,1419
during,O,1419
the,O,1419
summer.,O,1419
The,O,1420
peaks,O,1420
of,O,1420
Mount,O,1420
Fuji,B-mount,1420
are,O,1420
covered,O,1420
in,O,1420
snow.,O,1420
The,O,1421
view,O,1421
from,O,1421
here,O,1421
is,O,1421
breathtaking.,O,1421
Mount,O,1422
Olympus,B-mount,1422
and,O,1422
Mount,O,1422
McKinley,B-mount,1422
are,O,1422
popular,O,1422
destinations.,O,1422
I,O,1423
love,O,1423
hiking,O,1423
in,O,1423
the,O,1423
countryside.,O,1423
He,O,1424
packed,O,1424
his,O,1424
bag,O,1424
and,O,1424
set,O,1424
off,O,1424
on,O,1424
an,O,1424
adventure.,O,1424
The,O,1425
sun,O,1425
sets,O,1425
behind,O,1425
the,O,1425
hills,O,1425
every,O,1425
evening.,O,1425
I,O,1426
have,O,1426
visited,O,1426
Mount,O,1426
Elbrus,B-mount,1426
recently.,O,1426
Mount,O,1427
McKinley,B-mount,1427
and,O,1427
Denali,B-mount,1427
are,O,1427
popular,O,1427
destinations.,O,1427
Mont,B-mount,1428
Blanc,I-mount,1428
is,O,1428
known,O,1428
for,O,1428
its,O,1428
beauty.,O,1428
I,O,1429
love,O,1429
hiking,O,1429
in,O,1429
the,O,1429
countryside.,O,1429
I,O,1430
have,O,1430
visited,O,1430
Mount,O,1430
Whitney,B-mount,1430
recently.,O,1430
I,O,1431
love,O,1431
hiking,O,1431
in,O,1431
the,O,1431
countryside.,O,1431
This,O,1432
area,O,1432
is,O,1432
famous,O,1432
for,O,1432
its,O,1432
wildlife.,O,1432
He,O,1433
packed,O,1433
his,O,1433
bag,O,1433
and,O,1433
set,O,1433
off,O,1433
on,O,1433
an,O,1433
adventure.,O,1433
The,O,1434
weather,O,1434
is,O,1434
beautiful,O,1434
today.,O,1434
The,O,1435
peaks,O,1435
of,O,1435
Mount,O,1435
Aconcagua,B-mount,1435
are,O,1435
covered,O,1435
in,O,1435
snow.,O,1435
The,O,1436
Andes,B-mount,1436
and,O,1436
The,O,1436
Andes,B-mount,1436
are,O,1436
popular,O,1436
destinations.,O,1436
Denali,B-mount,1437
is,O,1437
known,O,1437
for,O,1437
its,O,1437
beauty.,O,1437
I,O,1438
have,O,1438
visited,O,1438
Denali,B-mount,1438
recently.,O,1438
He,O,1439
packed,O,1439
his,O,1439
bag,O,1439
and,O,1439
set,O,1439
off,O,1439
on,O,1439
an,O,1439
adventure.,O,1439
Mount,O,1440
Fuji,B-mount,1440
and,O,1440
Denali,B-mount,1440
are,O,1440
popular,O,1440
destinations.,O,1440
The,O,1441
sun,O,1441
sets,O,1441
behind,O,1441
the,O,1441
hills,O,1441
every,O,1441
evening.,O,1441
The,O,1442
Alps,B-mount,1442
and,O,1442
The,O,1442
Alps,B-mount,1442
are,O,1442
popular,O,1442
destinations.,O,1442
Mount,O,1443
Whitney,B-mount,1443
and,O,1443
Mount,O,1443
Olympus,B-mount,1443
are,O,1443
popular,O,1443
destinations.,O,1443
She,O,1444
enjoys,O,1444
camping,O,1444
in,O,1444
remote,O,1444
areas.,O,1444
He,O,1445
packed,O,1445
his,O,1445
bag,O,1445
and,O,1445
set,O,1445
off,O,1445
on,O,1445
an,O,1445
adventure.,O,1445
I,O,1446
have,O,1446
visited,O,1446
The,O,1446
Andes,B-mount,1446
recently.,O,1446
Matterhorn,B-mount,1447
is,O,1447
known,O,1447
for,O,1447
its,O,1447
beauty.,O,1447
The,O,1448
forest,O,1448
is,O,1448
dense,O,1448
and,O,1448
full,O,1448
of,O,1448
life.,O,1448
This,O,1449
area,O,1449
is,O,1449
famous,O,1449
for,O,1449
its,O,1449
wildlife.,O,1449
The,O,1450
river,O,1450
flows,O,1450
through,O,1450
the,O,1450
valley.,O,1450
The,O,1451
sun,O,1451
sets,O,1451
behind,O,1451
the,O,1451
hills,O,1451
every,O,1451
evening.,O,1451
The,O,1452
weather,O,1452
is,O,1452
beautiful,O,1452
today.,O,1452
The,O,1453
view,O,1453
from,O,1453
here,O,1453
is,O,1453
breathtaking.,O,1453
People,O,1454
often,O,1454
climb,O,1454
Mont,B-mount,1454
Blanc,I-mount,1454
during,O,1454
the,O,1454
summer.,O,1454
People,O,1455
often,O,1455
climb,O,1455
Mount,O,1455
Kilimanjaro,B-mount,1455
during,O,1455
the,O,1455
summer.,O,1455
She,O,1456
enjoys,O,1456
camping,O,1456
in,O,1456
remote,O,1456
areas.,O,1456
I,O,1457
love,O,1457
hiking,O,1457
in,O,1457
the,O,1457
countryside.,O,1457
The,O,1458
Rockies,B-mount,1458
and,O,1458
Mount,O,1458
Whitney,B-mount,1458
are,O,1458
popular,O,1458
destinations.,O,1458
People,O,1459
often,O,1459
climb,O,1459
Mount,O,1459
Kosciuszko,B-mount,1459
during,O,1459
the,O,1459
summer.,O,1459
Mount,O,1460
Kosciuszko,B-mount,1460
is,O,1460
known,O,1460
for,O,1460
its,O,1460
beauty.,O,1460
The,O,1461
Andes,B-mount,1461
is,O,1461
known,O,1461
for,O,1461
its,O,1461
beauty.,O,1461
The,O,1462
peaks,O,1462
of,O,1462
Mount,O,1462
Aconcagua,B-mount,1462
are,O,1462
covered,O,1462
in,O,1462
snow.,O,1462
People,O,1463
often,O,1463
climb,O,1463
Mount,O,1463
Fuji,B-mount,1463
during,O,1463
the,O,1463
summer.,O,1463
K2,B-mount,1464
is,O,1464
known,O,1464
for,O,1464
its,O,1464
beauty.,O,1464
K2,B-mount,1465
and,O,1465
Mount,O,1465
Kilimanjaro,B-mount,1465
are,O,1465
popular,O,1465
destinations.,O,1465
We,O,1466
went,O,1466
stargazing,O,1466
last,O,1466
night.,O,1466
She,O,1467
enjoys,O,1467
camping,O,1467
in,O,1467
remote,O,1467
areas.,O,1467
The,O,1468
peaks,O,1468
of,O,1468
Mount,O,1468
Kosciuszko,B-mount,1468
are,O,1468
covered,O,1468
in,O,1468
snow.,O,1468
People,O,1469
often,O,1469
climb,O,1469
Mount,O,1469
Kosciuszko,B-mount,1469
during,O,1469
the,O,1469
summer.,O,1469
People,O,1470
often,O,1470
climb,O,1470
The,O,1470
Himalayas,B-mount,1470
during,O,1470
the,O,1470
summer.,O,1470
People,O,1471
often,O,1471
climb,O,1471
Mount,O,1471
Logan,B-mount,1471
during,O,1471
the,O,1471
summer.,O,1471
I,O,1472
love,O,1472
hiking,O,1472
in,O,1472
the,O,1472
countryside.,O,1472
The,O,1473
peaks,O,1473
of,O,1473
Annapurna,B-mount,1473
are,O,1473
covered,O,1473
in,O,1473
snow.,O,1473
People,O,1474
often,O,1474
climb,O,1474
The,O,1474
Alps,B-mount,1474
during,O,1474
the,O,1474
summer.,O,1474
Mount,O,1475
Elbrus,B-mount,1475
and,O,1475
Mount,O,1475
Elbrus,B-mount,1475
are,O,1475
popular,O,1475
destinations.,O,1475
Mount,O,1476
Elbrus,B-mount,1476
and,O,1476
Mount,O,1476
McKinley,B-mount,1476
are,O,1476
popular,O,1476
destinations.,O,1476
People,O,1477
often,O,1477
climb,O,1477
Mount,O,1477
Logan,B-mount,1477
during,O,1477
the,O,1477
summer.,O,1477
The,O,1478
Andes,B-mount,1478
and,O,1478
The,O,1478
Himalayas,B-mount,1478
are,O,1478
popular,O,1478
destinations.,O,1478
The,O,1479
Alps,B-mount,1479
is,O,1479
known,O,1479
for,O,1479
its,O,1479
beauty.,O,1479
People,O,1480
often,O,1480
climb,O,1480
The,O,1480
Rockies,B-mount,1480
during,O,1480
the,O,1480
summer.,O,1480
People,O,1481
often,O,1481
climb,O,1481
Matterhorn,B-mount,1481
during,O,1481
the,O,1481
summer.,O,1481
Mount,O,1482
Aconcagua,B-mount,1482
and,O,1482
Mount,O,1482
Kosciuszko,B-mount,1482
are,O,1482
popular,O,1482
destinations.,O,1482
Denali,B-mount,1483
and,O,1483
Matterhorn,B-mount,1483
are,O,1483
popular,O,1483
destinations.,O,1483
Mount,O,1484
Kosciuszko,B-mount,1484
is,O,1484
known,O,1484
for,O,1484
its,O,1484
beauty.,O,1484
The,O,1485
forest,O,1485
is,O,1485
dense,O,1485
and,O,1485
full,O,1485
of,O,1485
life.,O,1485
The,O,1486
peaks,O,1486
of,O,1486
K2,B-mount,1486
are,O,1486
covered,O,1486
in,O,1486
snow.,O,1486
Mount,O,1487
Kilimanjaro,B-mount,1487
and,O,1487
Mount,O,1487
Everest,B-mount,1487
are,O,1487
popular,O,1487
destinations.,O,1487
The,O,1488
view,O,1488
from,O,1488
here,O,1488
is,O,1488
breathtaking.,O,1488
People,O,1489
often,O,1489
climb,O,1489
Mount,O,1489
Elbrus,B-mount,1489
during,O,1489
the,O,1489
summer.,O,1489
K2,B-mount,1490
and,O,1490
The,O,1490
Rockies,B-mount,1490
are,O,1490
popular,O,1490
destinations.,O,1490
The,O,1491
sun,O,1491
sets,O,1491
behind,O,1491
the,O,1491
hills,O,1491
every,O,1491
evening.,O,1491
The,O,1492
peaks,O,1492
of,O,1492
K2,B-mount,1492
are,O,1492
covered,O,1492
in,O,1492
snow.,O,1492
I,O,1493
have,O,1493
visited,O,1493
Mount,O,1493
Kilimanjaro,B-mount,1493
recently.,O,1493
Mount,O,1494
Fuji,B-mount,1494
and,O,1494
Mount,O,1494
Everest,B-mount,1494
are,O,1494
popular,O,1494
destinations.,O,1494
The,O,1495
sun,O,1495
sets,O,1495
behind,O,1495
the,O,1495
hills,O,1495
every,O,1495
evening.,O,1495
The,O,1496
Alps,B-mount,1496
and,O,1496
Mount,O,1496
Fuji,B-mount,1496
are,O,1496
popular,O,1496
destinations.,O,1496
The,O,1497
peaks,O,1497
of,O,1497
The,O,1497
Alps,B-mount,1497
are,O,1497
covered,O,1497
in,O,1497
snow.,O,1497
I,O,1498
have,O,1498
visited,O,1498
The,O,1498
Himalayas,B-mount,1498
recently.,O,1498
People,O,1499
often,O,1499
climb,O,1499
Mount,O,1499
Fuji,B-mount,1499
during,O,1499
the,O,1499
summer.,O,1499
He,O,1500
packed,O,1500
his,O,1500
bag,O,1500
and,O,1500
set,O,1500
off,O,1500
on,O,1500
an,O,1500
adventure.,O,1500
I,O,1501
have,O,1501
visited,O,1501
The,O,1501
Himalayas,B-mount,1501
recently.,O,1501
She,O,1502
enjoys,O,1502
camping,O,1502
in,O,1502
remote,O,1502
areas.,O,1502
This,O,1503
area,O,1503
is,O,1503
famous,O,1503
for,O,1503
its,O,1503
wildlife.,O,1503
Mount,O,1504
Olympus,B-mount,1504
is,O,1504
known,O,1504
for,O,1504
its,O,1504
beauty.,O,1504
The,O,1505
river,O,1505
flows,O,1505
through,O,1505
the,O,1505
valley.,O,1505
The,O,1506
view,O,1506
from,O,1506
here,O,1506
is,O,1506
breathtaking.,O,1506
The,O,1507
forest,O,1507
is,O,1507
dense,O,1507
and,O,1507
full,O,1507
of,O,1507
life.,O,1507
The,O,1508
weather,O,1508
is,O,1508
beautiful,O,1508
today.,O,1508
She,O,1509
enjoys,O,1509
camping,O,1509
in,O,1509
remote,O,1509
areas.,O,1509
Annapurna,B-mount,1510
is,O,1510
known,O,1510
for,O,1510
its,O,1510
beauty.,O,1510
I,O,1511
have,O,1511
visited,O,1511
Mount,O,1511
Logan,B-mount,1511
recently.,O,1511
People,O,1512
often,O,1512
climb,O,1512
Mount,O,1512
Olympus,B-mount,1512
during,O,1512
the,O,1512
summer.,O,1512
The,O,1513
peaks,O,1513
of,O,1513
Annapurna,B-mount,1513
are,O,1513
covered,O,1513
in,O,1513
snow.,O,1513
I,O,1514
have,O,1514
visited,O,1514
Mount,O,1514
Kilimanjaro,B-mount,1514
recently.,O,1514
I,O,1515
have,O,1515
visited,O,1515
Annapurna,B-mount,1515
recently.,O,1515
The,O,1516
peaks,O,1516
of,O,1516
Mount,O,1516
Kosciuszko,B-mount,1516
are,O,1516
covered,O,1516
in,O,1516
snow.,O,1516
People,O,1517
often,O,1517
climb,O,1517
The,O,1517
Himalayas,B-mount,1517
during,O,1517
the,O,1517
summer.,O,1517
Mount,O,1518
Logan,B-mount,1518
is,O,1518
known,O,1518
for,O,1518
its,O,1518
beauty.,O,1518
I,O,1519
have,O,1519
visited,O,1519
Mount,O,1519
Whitney,B-mount,1519
recently.,O,1519
She,O,1520
enjoys,O,1520
camping,O,1520
in,O,1520
remote,O,1520
areas.,O,1520
This,O,1521
area,O,1521
is,O,1521
famous,O,1521
for,O,1521
its,O,1521
wildlife.,O,1521
I,O,1522
have,O,1522
visited,O,1522
Matterhorn,B-mount,1522
recently.,O,1522
I,O,1523
have,O,1523
visited,O,1523
Denali,B-mount,1523
recently.,O,1523
We,O,1524
went,O,1524
stargazing,O,1524
last,O,1524
night.,O,1524
Mount,O,1525
Logan,B-mount,1525
is,O,1525
known,O,1525
for,O,1525
its,O,1525
beauty.,O,1525
This,O,1526
area,O,1526
is,O,1526
famous,O,1526
for,O,1526
its,O,1526
wildlife.,O,1526
The,O,1527
weather,O,1527
is,O,1527
beautiful,O,1527
today.,O,1527
Denali,B-mount,1528
is,O,1528
known,O,1528
for,O,1528
its,O,1528
beauty.,O,1528
The,O,1529
peaks,O,1529
of,O,1529
Mount,O,1529
Kosciuszko,B-mount,1529
are,O,1529
covered,O,1529
in,O,1529
snow.,O,1529
Mount,O,1530
Elbrus,B-mount,1530
and,O,1530
The,O,1530
Rockies,B-mount,1530
are,O,1530
popular,O,1530
destinations.,O,1530
The,O,1531
peaks,O,1531
of,O,1531
Annapurna,B-mount,1531
are,O,1531
covered,O,1531
in,O,1531
snow.,O,1531
People,O,1532
often,O,1532
climb,O,1532
K2,B-mount,1532
during,O,1532
the,O,1532
summer.,O,1532
People,O,1533
often,O,1533
climb,O,1533
Denali,B-mount,1533
during,O,1533
the,O,1533
summer.,O,1533
The,O,1534
peaks,O,1534
of,O,1534
The,O,1534
Himalayas,B-mount,1534
are,O,1534
covered,O,1534
in,O,1534
snow.,O,1534
I,O,1535
love,O,1535
hiking,O,1535
in,O,1535
the,O,1535
countryside.,O,1535
We,O,1536
went,O,1536
stargazing,O,1536
last,O,1536
night.,O,1536
The,O,1537
peaks,O,1537
of,O,1537
Mount,O,1537
Logan,B-mount,1537
are,O,1537
covered,O,1537
in,O,1537
snow.,O,1537
Mount,O,1538
Logan,B-mount,1538
is,O,1538
known,O,1538
for,O,1538
its,O,1538
beauty.,O,1538
Mount,O,1539
Olympus,B-mount,1539
and,O,1539
Mount,O,1539
Kosciuszko,B-mount,1539
are,O,1539
popular,O,1539
destinations.,O,1539
The,O,1540
peaks,O,1540
of,O,1540
The,O,1540
Andes,B-mount,1540
are,O,1540
covered,O,1540
in,O,1540
snow.,O,1540
Mount,O,1541
Olympus,B-mount,1541
and,O,1541
Denali,B-mount,1541
are,O,1541
popular,O,1541
destinations.,O,1541
This,O,1542
area,O,1542
is,O,1542
famous,O,1542
for,O,1542
its,O,1542
wildlife.,O,1542
Mount,O,1543
Whitney,B-mount,1543
and,O,1543
Mount,O,1543
Kosciuszko,B-mount,1543
are,O,1543
popular,O,1543
destinations.,O,1543
People,O,1544
often,O,1544
climb,O,1544
Mount,O,1544
McKinley,B-mount,1544
during,O,1544
the,O,1544
summer.,O,1544
Mount,O,1545
Logan,B-mount,1545
is,O,1545
known,O,1545
for,O,1545
its,O,1545
beauty.,O,1545
The,O,1546
peaks,O,1546
of,O,1546
Matterhorn,B-mount,1546
are,O,1546
covered,O,1546
in,O,1546
snow.,O,1546
This,O,1547
area,O,1547
